Date,District,Domestic (MLD),Industrial (MLD),Agricultural (MLD)
30-06-2024,Mumbai,1283,962,908
30-06-2024,Aurangabad,599,1109,800
30-06-2024,Thane,1564,984,1176
30-06-2024,Kolhapur,729,605,1469
30-06-2024,Solapur,571,1299,926
01-07-2024,Pune,1400,1157,547
01-07-2024,Nagpur,1248,333,901
01-07-2024,Nashik,1405,1478,1353
01-07-2024,Mumbai,1347,1224,644
01-07-2024,Aurangabad,1723,1144,1372
01-07-2024,Thane,1338,1408,609
01-07-2024,Kolhapur,1663,1444,1266
01-07-2024,Solapur,500,1179,1022
02-07-2024,Pune,1463,834,1062
02-07-2024,Nagpur,1956,1423,503
02-07-2024,Nashik,724,431,805
02-07-2024,Mumbai,688,1272,1482
02-07-2024,Aurangabad,724,940,534
02-07-2024,Thane,873,601,666
02-07-2024,Kolhapur,635,962,1147
02-07-2024,Solapur,1324,930,588
03-07-2024,Pune,1632,1182,917
03-07-2024,Nagpur,1032,465,807
03-07-2024,Nashik,1301,1036,488
03-07-2024,Mumbai,1989,1244,1025
03-07-2024,Aurangabad,1683,1182,1211
03-07-2024,Thane,1840,1030,1409
03-07-2024,Kolhapur,1543,1380,863
03-07-2024,Solapur,1154,544,656
04-07-2024,Pune,927,621,1290
04-07-2024,Nagpur,1271,1059,1194
04-07-2024,Nashik,658,508,880
04-07-2024,Mumbai,900,1182,957
04-07-2024,Aurangabad,1410,809,1357
04-07-2024,Thane,599,1146,1049
04-07-2024,Kolhapur,1820,751,1044
04-07-2024,Solapur,1827,1055,657
05-07-2024,Pune,1158,343,1290
05-07-2024,Nagpur,971,1378,732
05-07-2024,Nashik,1530,380,1046
05-07-2024,Mumbai,518,991,1038
05-07-2024,Aurangabad,1102,665,530
05-07-2024,Thane,1143,1071,1120
05-07-2024,Kolhapur,679,1333,998
05-07-2024,Solapur,944,738,831
06-07-2024,Pune,936,383,1180
06-07-2024,Nagpur,1324,983,905
06-07-2024,Nashik,943,1343,1098
06-07-2024,Mumbai,1325,872,735
06-07-2024,Aurangabad,1625,433,860
06-07-2024,Thane,1862,675,763
06-07-2024,Kolhapur,1032,388,1479
06-07-2024,Solapur,735,827,1108
07-07-2024,Pune,1767,1160,1243
07-07-2024,Nagpur,1189,880,459
07-07-2024,Nashik,1832,991,1262
07-07-2024,Mumbai,751,408,1280
07-07-2024,Aurangabad,1117,472,1360
07-07-2024,Thane,797,1117,1141
07-07-2024,Kolhapur,668,617,1157
07-07-2024,Solapur,1329,1379,1461
08-07-2024,Pune,1406,420,673
08-07-2024,Nagpur,1129,336,549
08-07-2024,Nashik,1127,1268,1336
08-07-2024,Mumbai,1814,943,482
08-07-2024,Aurangabad,1692,1302,1153
08-07-2024,Thane,762,1401,619
08-07-2024,Kolhapur,534,501,1309
08-07-2024,Solapur,1266,1368,1462
09-07-2024,Pune,597,866,1057
09-07-2024,Nagpur,1389,355,493
09-07-2024,Nashik,1633,959,1290
09-07-2024,Mumbai,1531,798,1126
09-07-2024,Aurangabad,598,596,593
09-07-2024,Thane,1542,1362,1473
09-07-2024,Kolhapur,843,650,917
09-07-2024,Solapur,1104,474,1193
10-07-2024,Pune,1900,696,1324
10-07-2024,Nagpur,1873,682,692
10-07-2024,Nashik,714,661,663
10-07-2024,Mumbai,1717,329,851
10-07-2024,Aurangabad,1395,901,861
10-07-2024,Thane,1804,301,1134
10-07-2024,Kolhapur,1710,450,1107
10-07-2024,Solapur,1369,984,1070
11-07-2024,Pune,1156,1018,711
11-07-2024,Nagpur,1825,902,1485
11-07-2024,Nashik,876,367,839
11-07-2024,Mumbai,1007,1018,877
11-07-2024,Aurangabad,786,674,1242
11-07-2024,Thane,1741,320,868
11-07-2024,Kolhapur,1294,947,1445
11-07-2024,Solapur,858,1417,1485
12-07-2024,Pune,1190,900,918
12-07-2024,Nagpur,1739,1086,414
12-07-2024,Nashik,1275,1429,497
12-07-2024,Mumbai,639,1183,717
12-07-2024,Aurangabad,1727,1452,743
12-07-2024,Thane,624,1367,671
12-07-2024,Kolhapur,1452,647,1305
12-07-2024,Solapur,1884,1403,1030
13-07-2024,Pune,845,1022,1219
13-07-2024,Nagpur,1669,1225,1072
13-07-2024,Nashik,1094,304,1229
13-07-2024,Mumbai,1753,821,463
13-07-2024,Aurangabad,1261,827,1420
13-07-2024,Thane,1910,847,503
13-07-2024,Kolhapur,1049,1312,1406
13-07-2024,Solapur,1447,772,1404
14-07-2024,Pune,764,385,624
14-07-2024,Nagpur,822,1216,1349
14-07-2024,Nashik,966,1101,638
14-07-2024,Mumbai,1186,1434,1399
14-07-2024,Aurangabad,1010,1481,816
14-07-2024,Thane,1194,881,539
14-07-2024,Kolhapur,1761,619,1272
14-07-2024,Solapur,925,584,651
15-07-2024,Pune,1988,1134,1157
15-07-2024,Nagpur,621,375,975
15-07-2024,Nashik,1101,1323,1291
15-07-2024,Mumbai,1256,1196,909
15-07-2024,Aurangabad,963,1101,1285
15-07-2024,Thane,1882,1476,1159
15-07-2024,Kolhapur,588,1276,909
15-07-2024,Solapur,986,1188,544
16-07-2024,Pune,1029,1030,423
16-07-2024,Nagpur,772,1460,1108
16-07-2024,Nashik,1876,1153,1453
16-07-2024,Mumbai,1481,923,447
16-07-2024,Aurangabad,1164,1179,1079
16-07-2024,Thane,1354,1116,1229
16-07-2024,Kolhapur,1754,1260,540
16-07-2024,Solapur,1021,1069,711
17-07-2024,Pune,545,654,839
17-07-2024,Nagpur,1237,1049,992
17-07-2024,Nashik,1145,1393,1051
17-07-2024,Mumbai,1164,1196,827
17-07-2024,Aurangabad,1781,1290,1192
17-07-2024,Thane,504,1032,730
17-07-2024,Kolhapur,1010,1451,471
17-07-2024,Solapur,737,444,407
18-07-2024,Pune,1839,493,848
18-07-2024,Nagpur,1325,695,514
18-07-2024,Nashik,1047,347,1441
18-07-2024,Mumbai,714,1200,1414
18-07-2024,Aurangabad,1856,1402,1137
18-07-2024,Thane,682,1103,809
18-07-2024,Kolhapur,1424,471,427
18-07-2024,Solapur,1839,778,978
19-07-2024,Pune,586,362,793
19-07-2024,Nagpur,564,1198,407
19-07-2024,Nashik,1527,1282,447
19-07-2024,Mumbai,1041,1304,903
19-07-2024,Aurangabad,1418,590,1103
19-07-2024,Thane,514,998,750
19-07-2024,Kolhapur,701,1353,823
19-07-2024,Solapur,1958,724,1179
20-07-2024,Pune,1927,1397,763
20-07-2024,Nagpur,1052,1109,1373
20-07-2024,Nashik,817,970,713
20-07-2024,Mumbai,1447,1121,734
20-07-2024,Aurangabad,1105,1268,1250
20-07-2024,Thane,1032,1325,1065
20-07-2024,Kolhapur,945,1250,661
20-07-2024,Solapur,1289,775,1392
21-07-2024,Pune,1957,423,1222
21-07-2024,Nagpur,1759,942,422
21-07-2024,Nashik,1904,694,1371
21-07-2024,Mumbai,1591,1182,1114
21-07-2024,Aurangabad,1771,1490,605
21-07-2024,Thane,1493,427,929
21-07-2024,Kolhapur,957,1134,1191
21-07-2024,Solapur,545,360,930
22-07-2024,Pune,1869,1068,894
22-07-2024,Nagpur,1382,810,1230
22-07-2024,Nashik,1065,730,563
22-07-2024,Mumbai,1561,1391,1071
22-07-2024,Aurangabad,1103,842,870
22-07-2024,Thane,1914,772,755
22-07-2024,Kolhapur,731,395,1139
22-07-2024,Solapur,625,1203,1404
23-07-2024,Pune,1561,1176,1479
23-07-2024,Nagpur,736,873,611
23-07-2024,Nashik,845,603,869
23-07-2024,Mumbai,854,1307,1435
23-07-2024,Aurangabad,815,1043,1129
23-07-2024,Thane,648,892,712
23-07-2024,Kolhapur,1623,531,1182
23-07-2024,Solapur,1988,1252,1476
24-07-2024,Pune,1615,974,596
24-07-2024,Nagpur,1509,1288,538
24-07-2024,Nashik,1622,1180,1339
24-07-2024,Mumbai,1089,445,824
24-07-2024,Aurangabad,626,1288,713
24-07-2024,Thane,1117,897,1257
24-07-2024,Kolhapur,1497,789,750
24-07-2024,Solapur,1875,1294,1038
25-07-2024,Pune,633,1347,1094
25-07-2024,Nagpur,848,840,1412
25-07-2024,Nashik,1935,863,853
25-07-2024,Mumbai,1559,1233,1295
25-07-2024,Aurangabad,615,726,1241
25-07-2024,Thane,670,522,1410
25-07-2024,Kolhapur,1095,409,1173
25-07-2024,Solapur,1600,586,1021
26-07-2024,Pune,1846,1041,763
26-07-2024,Nagpur,1938,894,1193
26-07-2024,Nashik,1483,1018,955
26-07-2024,Mumbai,803,962,596
26-07-2024,Aurangabad,822,1432,1403
26-07-2024,Thane,925,412,819
26-07-2024,Kolhapur,1713,372,1462
26-07-2024,Solapur,1780,817,950
27-07-2024,Pune,1578,587,909
27-07-2024,Nagpur,1430,725,758
27-07-2024,Nashik,1371,792,796
27-07-2024,Mumbai,837,1386,527
27-07-2024,Aurangabad,843,301,951
27-07-2024,Thane,1890,578,1423
27-07-2024,Kolhapur,665,1118,423
27-07-2024,Solapur,967,1437,449
28-07-2024,Pune,1725,1326,857
28-07-2024,Nagpur,1506,1318,1200
28-07-2024,Nashik,645,365,1084
28-07-2024,Mumbai,1104,978,683
28-07-2024,Aurangabad,829,1312,1017
28-07-2024,Thane,1788,1422,936
28-07-2024,Kolhapur,1575,1339,451
28-07-2024,Solapur,1522,1150,1130
29-07-2024,Pune,592,1416,453
29-07-2024,Nagpur,1728,415,997
29-07-2024,Nashik,1811,486,460
29-07-2024,Mumbai,1981,970,1334
29-07-2024,Aurangabad,1185,1217,892
29-07-2024,Thane,1712,1476,500
29-07-2024,Kolhapur,1009,1366,1132
29-07-2024,Solapur,601,410,1331
30-07-2024,Pune,1040,863,1018
30-07-2024,Nagpur,1009,708,450
30-07-2024,Nashik,1662,1436,814
30-07-2024,Mumbai,642,1258,1129
30-07-2024,Aurangabad,894,1020,1081
30-07-2024,Thane,610,613,415
30-07-2024,Kolhapur,579,397,1023
30-07-2024,Solapur,568,1114,1066
31-07-2024,Pune,1181,1050,1003
31-07-2024,Nagpur,1642,505,922
31-07-2024,Nashik,725,1307,1153
31-07-2024,Mumbai,507,424,465
31-07-2024,Aurangabad,1192,1372,735
31-07-2024,Thane,992,1379,580
31-07-2024,Kolhapur,1513,601,1299
31-07-2024,Solapur,1337,1337,907
01-08-2024,Pune,1517,632,728
01-08-2024,Nagpur,1497,1453,955
01-08-2024,Nashik,1463,1317,843
01-08-2024,Mumbai,843,1199,406
01-08-2024,Aurangabad,1656,1173,912
01-08-2024,Thane,1822,1144,1279
01-08-2024,Kolhapur,1131,858,965
01-08-2024,Solapur,927,1146,1391
02-08-2024,Pune,1649,472,632
02-08-2024,Nagpur,1017,496,931
02-08-2024,Nashik,1930,1431,1212
02-08-2024,Mumbai,1109,632,825
02-08-2024,Aurangabad,1022,1292,956
02-08-2024,Thane,1879,1094,1442
02-08-2024,Kolhapur,1971,489,788
02-08-2024,Solapur,958,570,1219
03-08-2024,Pune,1777,1454,1230
03-08-2024,Nagpur,1585,1280,630
03-08-2024,Nashik,1474,1304,583
03-08-2024,Mumbai,1904,1119,878
03-08-2024,Aurangabad,994,780,904
03-08-2024,Thane,1257,1116,782
03-08-2024,Kolhapur,990,1361,987
03-08-2024,Solapur,1588,382,1499
04-08-2024,Pune,1807,344,1193
04-08-2024,Nagpur,1745,389,837
04-08-2024,Nashik,1971,391,427
04-08-2024,Mumbai,883,655,1263
04-08-2024,Aurangabad,870,794,525
04-08-2024,Thane,749,1253,1279
04-08-2024,Kolhapur,1426,719,1137
04-08-2024,Solapur,823,310,812
05-08-2024,Pune,1343,1139,909
05-08-2024,Nagpur,1466,1377,777
05-08-2024,Nashik,750,410,578
05-08-2024,Mumbai,1566,1425,726
05-08-2024,Aurangabad,864,1087,625
05-08-2024,Thane,1149,983,1433
05-08-2024,Kolhapur,1664,995,423
05-08-2024,Solapur,1720,1310,1032
06-08-2024,Pune,558,1412,824
06-08-2024,Nagpur,596,744,1159
06-08-2024,Nashik,577,1484,589
06-08-2024,Mumbai,1463,613,1233
06-08-2024,Aurangabad,1759,623,947
06-08-2024,Thane,1918,380,522
06-08-2024,Kolhapur,1250,1069,1297
06-08-2024,Solapur,1477,738,584
07-08-2024,Pune,607,554,977
07-08-2024,Nagpur,1495,451,1189
07-08-2024,Nashik,1406,842,1387
07-08-2024,Mumbai,1597,1171,863
07-08-2024,Aurangabad,1113,575,834
07-08-2024,Thane,1148,787,732
07-08-2024,Kolhapur,694,1286,994
07-08-2024,Solapur,1800,1040,988
08-08-2024,Pune,1128,718,563
08-08-2024,Nagpur,1212,897,938
08-08-2024,Nashik,1840,488,1339
08-08-2024,Mumbai,728,915,946
08-08-2024,Aurangabad,1425,510,1386
08-08-2024,Thane,1745,1262,651
08-08-2024,Kolhapur,815,1327,413
08-08-2024,Solapur,1755,631,812
09-08-2024,Pune,1283,1410,1373
09-08-2024,Nagpur,595,765,681
09-08-2024,Nashik,1458,303,848
09-08-2024,Mumbai,1935,869,551
09-08-2024,Aurangabad,1392,352,850
09-08-2024,Thane,1971,1032,769
09-08-2024,Kolhapur,1460,691,500
09-08-2024,Solapur,1457,916,513
10-08-2024,Pune,1271,636,1248
10-08-2024,Nagpur,1416,975,1126
10-08-2024,Nashik,1018,1495,1413
10-08-2024,Mumbai,1816,1346,1498
10-08-2024,Aurangabad,1870,1042,762
10-08-2024,Thane,521,1315,732
10-08-2024,Kolhapur,1229,539,1442
10-08-2024,Solapur,796,1486,997
11-08-2024,Pune,989,643,1357
11-08-2024,Nagpur,1647,505,1308
11-08-2024,Nashik,1655,783,848
11-08-2024,Mumbai,1537,624,579
11-08-2024,Aurangabad,1892,371,877
11-08-2024,Thane,1193,863,1287
11-08-2024,Kolhapur,1626,577,1350
11-08-2024,Solapur,889,1176,792
12-08-2024,Pune,1703,1053,414
12-08-2024,Nagpur,1151,1052,982
12-08-2024,Nashik,957,796,1047
12-08-2024,Mumbai,628,370,1428
12-08-2024,Aurangabad,1355,663,1495
12-08-2024,Thane,1813,1478,1274
12-08-2024,Kolhapur,1824,1240,855
12-08-2024,Solapur,655,1455,1286
13-08-2024,Pune,1894,315,754
13-08-2024,Nagpur,1678,1279,1323
13-08-2024,Nashik,1582,1188,1169
13-08-2024,Mumbai,543,1461,1371
13-08-2024,Aurangabad,968,1340,817
13-08-2024,Thane,1131,727,964
13-08-2024,Kolhapur,1039,301,1278
13-08-2024,Solapur,916,1376,795
14-08-2024,Pune,1572,930,594
14-08-2024,Nagpur,507,920,1032
14-08-2024,Nashik,1648,642,652
14-08-2024,Mumbai,1252,1200,573
14-08-2024,Aurangabad,1457,1283,788
14-08-2024,Thane,1001,1228,1390
14-08-2024,Kolhapur,1590,754,777
14-08-2024,Solapur,1041,678,1227
15-08-2024,Pune,1249,451,1397
15-08-2024,Nagpur,871,713,901
15-08-2024,Nashik,841,1284,581
15-08-2024,Mumbai,1269,1359,984
15-08-2024,Aurangabad,975,1442,852
15-08-2024,Thane,550,1154,985
15-08-2024,Kolhapur,1582,374,1122
15-08-2024,Solapur,1140,910,930
16-08-2024,Pune,1761,588,849
16-08-2024,Nagpur,635,775,934
16-08-2024,Nashik,546,834,858
16-08-2024,Mumbai,1883,1104,584
16-08-2024,Aurangabad,534,358,1134
16-08-2024,Thane,1957,1176,594
16-08-2024,Kolhapur,1715,1397,1326
16-08-2024,Solapur,893,1160,1373
17-08-2024,Pune,1440,650,722
17-08-2024,Nagpur,1129,632,548
17-08-2024,Nashik,1422,1108,1474
17-08-2024,Mumbai,951,1032,981
17-08-2024,Aurangabad,1299,1441,422
17-08-2024,Thane,726,740,889
17-08-2024,Kolhapur,706,1358,847
17-08-2024,Solapur,1655,955,1233
18-08-2024,Pune,1444,394,622
18-08-2024,Nagpur,1894,423,805
18-08-2024,Nashik,1287,546,1268
18-08-2024,Mumbai,1039,621,439
18-08-2024,Aurangabad,1537,712,1255
18-08-2024,Thane,1417,1384,1240
18-08-2024,Kolhapur,1103,826,1420
18-08-2024,Solapur,1886,895,741
19-08-2024,Pune,636,758,1218
19-08-2024,Nagpur,1536,1236,1373
19-08-2024,Nashik,1601,1369,840
19-08-2024,Mumbai,1537,604,429
19-08-2024,Aurangabad,866,667,908
19-08-2024,Thane,1630,855,401
19-08-2024,Kolhapur,826,1386,536
19-08-2024,Solapur,533,564,479
20-08-2024,Pune,899,1497,1320
20-08-2024,Nagpur,1498,554,1076
20-08-2024,Nashik,852,744,1178
20-08-2024,Mumbai,835,938,652
20-08-2024,Aurangabad,1212,1438,1232
20-08-2024,Thane,1507,547,1322
20-08-2024,Kolhapur,1492,728,1314
20-08-2024,Solapur,786,417,1281
21-08-2024,Pune,1435,916,1334
21-08-2024,Nagpur,733,821,703
21-08-2024,Nashik,1711,1344,1406
21-08-2024,Mumbai,1011,746,1162
21-08-2024,Aurangabad,1225,1083,1477
21-08-2024,Thane,1453,433,1029
21-08-2024,Kolhapur,1219,421,886
21-08-2024,Solapur,940,1317,1070
22-08-2024,Pune,860,1400,870
22-08-2024,Nagpur,534,901,835
22-08-2024,Nashik,809,887,536
22-08-2024,Mumbai,1214,1347,1306
22-08-2024,Aurangabad,1887,788,463
22-08-2024,Thane,520,530,450
22-08-2024,Kolhapur,739,504,742
22-08-2024,Solapur,892,1446,510
23-08-2024,Pune,1103,900,659
23-08-2024,Nagpur,902,740,1375
23-08-2024,Nashik,1643,572,640
23-08-2024,Mumbai,526,396,857
23-08-2024,Aurangabad,1860,1177,497
23-08-2024,Thane,1846,1147,1389
23-08-2024,Kolhapur,1765,1389,1380
23-08-2024,Solapur,635,1304,833
24-08-2024,Pune,1632,628,1278
24-08-2024,Nagpur,1203,466,1140
24-08-2024,Nashik,1280,1045,995
24-08-2024,Mumbai,1073,1340,1368
24-08-2024,Aurangabad,1024,487,1047
24-08-2024,Thane,1919,1208,954
24-08-2024,Kolhapur,1242,378,1314
24-08-2024,Solapur,1211,607,889
25-08-2024,Pune,1762,1174,1494
25-08-2024,Nagpur,1117,574,1319
25-08-2024,Nashik,1518,504,1221
25-08-2024,Mumbai,939,557,912
25-08-2024,Aurangabad,1102,865,900
25-08-2024,Thane,1162,364,1093
25-08-2024,Kolhapur,1152,1021,1108
25-08-2024,Solapur,1526,596,724
26-08-2024,Pune,1077,495,562
26-08-2024,Nagpur,1187,328,631
26-08-2024,Nashik,1496,885,1125
26-08-2024,Mumbai,1222,990,1299
26-08-2024,Aurangabad,1275,965,1112
26-08-2024,Thane,1861,850,1101
26-08-2024,Kolhapur,1321,1049,482
26-08-2024,Solapur,764,1038,438
27-08-2024,Pune,1614,1052,553
27-08-2024,Nagpur,1449,399,1483
27-08-2024,Nashik,1815,1373,476
27-08-2024,Mumbai,751,1020,636
27-08-2024,Aurangabad,1063,1098,1455
27-08-2024,Thane,1569,516,712
27-08-2024,Kolhapur,1353,596,988
27-08-2024,Solapur,984,1404,1457
28-08-2024,Pune,1903,1055,808
28-08-2024,Nagpur,1036,1205,1003
28-08-2024,Nashik,1729,372,785
28-08-2024,Mumbai,1684,301,1216
28-08-2024,Aurangabad,577,1043,1062
28-08-2024,Thane,631,582,1375
28-08-2024,Kolhapur,948,1241,742
28-08-2024,Solapur,1010,707,655
29-08-2024,Pune,1866,438,833
29-08-2024,Nagpur,1574,642,575
29-08-2024,Nashik,1784,612,574
29-08-2024,Mumbai,1436,1271,847
29-08-2024,Aurangabad,512,1485,1379
29-08-2024,Thane,1232,977,1311
29-08-2024,Kolhapur,1229,1060,755
29-08-2024,Solapur,1327,389,946
30-08-2024,Pune,1934,601,594
30-08-2024,Nagpur,856,709,1141
30-08-2024,Nashik,1859,1041,872
30-08-2024,Mumbai,850,897,696
30-08-2024,Aurangabad,1768,552,418
30-08-2024,Thane,1852,1465,1437
30-08-2024,Kolhapur,1447,599,1250
30-08-2024,Solapur,1664,621,1083
31-08-2024,Pune,517,1008,1118
31-08-2024,Nagpur,1941,1292,942
31-08-2024,Nashik,998,496,1259
31-08-2024,Mumbai,1579,1020,833
31-08-2024,Aurangabad,832,826,442
31-08-2024,Thane,1151,1477,979
31-08-2024,Kolhapur,1535,1218,1371
31-08-2024,Solapur,747,566,601
01-09-2024,Pune,828,1100,1280
01-09-2024,Nagpur,1397,1384,648
01-09-2024,Nashik,785,518,744
01-09-2024,Mumbai,1531,349,1440
01-09-2024,Aurangabad,1444,792,1148
01-09-2024,Thane,1891,1472,1358
01-09-2024,Kolhapur,681,1114,813
01-09-2024,Solapur,1121,1478,1137
02-09-2024,Pune,1068,709,1114
02-09-2024,Nagpur,1566,600,1122
02-09-2024,Nashik,753,1341,1087
02-09-2024,Mumbai,1277,758,443
02-09-2024,Aurangabad,733,1306,525
02-09-2024,Thane,1387,1459,1201
02-09-2024,Kolhapur,1401,720,1153
02-09-2024,Solapur,1748,668,1394
03-09-2024,Pune,1383,318,741
03-09-2024,Nagpur,634,978,1151
03-09-2024,Nashik,844,1366,1134
03-09-2024,Mumbai,943,1340,739
03-09-2024,Aurangabad,1417,1473,1459
03-09-2024,Thane,1831,404,452
03-09-2024,Kolhapur,1976,859,548
03-09-2024,Solapur,1312,884,1478
04-09-2024,Pune,1667,593,1143
04-09-2024,Nagpur,1858,1220,736
04-09-2024,Nashik,1237,641,656
04-09-2024,Mumbai,533,992,996
04-09-2024,Aurangabad,1623,536,801
04-09-2024,Thane,1760,934,1298
04-09-2024,Kolhapur,1425,1206,1321
04-09-2024,Solapur,1630,1256,1463
05-09-2024,Pune,524,978,1322
05-09-2024,Nagpur,1545,450,962
05-09-2024,Nashik,1731,1275,1230
05-09-2024,Mumbai,1318,345,841
05-09-2024,Aurangabad,1364,507,984
05-09-2024,Thane,1882,1329,1036
05-09-2024,Kolhapur,1108,1375,754
05-09-2024,Solapur,1393,1451,896
06-09-2024,Pune,1252,922,944
06-09-2024,Nagpur,1905,947,472
06-09-2024,Nashik,1950,1124,568
06-09-2024,Mumbai,1055,1163,499
06-09-2024,Aurangabad,635,1426,1418
06-09-2024,Thane,1651,1274,526
06-09-2024,Kolhapur,1761,1169,1473
06-09-2024,Solapur,1622,578,1324
07-09-2024,Pune,1692,587,575
07-09-2024,Nagpur,1188,326,887
07-09-2024,Nashik,1496,858,1125
07-09-2024,Mumbai,650,1063,501
07-09-2024,Aurangabad,667,581,1046
07-09-2024,Thane,1250,753,1170
07-09-2024,Kolhapur,1192,601,1471
07-09-2024,Solapur,634,1134,1292
08-09-2024,Pune,1718,896,1460
08-09-2024,Nagpur,1357,1326,754
08-09-2024,Nashik,626,751,430
08-09-2024,Mumbai,1810,321,1390
08-09-2024,Aurangabad,978,596,943
08-09-2024,Thane,510,383,567
08-09-2024,Kolhapur,1776,1278,592
08-09-2024,Solapur,1179,892,770
09-09-2024,Pune,1504,1377,1431
09-09-2024,Nagpur,1363,852,836
09-09-2024,Nashik,1285,1018,1028
09-09-2024,Mumbai,1119,1347,1303
09-09-2024,Aurangabad,602,1128,1341
09-09-2024,Thane,1618,486,1090
09-09-2024,Kolhapur,1356,378,1181
09-09-2024,Solapur,522,488,1127
10-09-2024,Pune,866,772,425
10-09-2024,Nagpur,1805,498,730
10-09-2024,Nashik,1301,444,850
10-09-2024,Mumbai,976,316,1006
10-09-2024,Aurangabad,1503,721,1056
10-09-2024,Thane,778,1436,1083
10-09-2024,Kolhapur,673,563,1396
10-09-2024,Solapur,1998,1340,1259
11-09-2024,Pune,1592,714,1281
11-09-2024,Nagpur,1826,1393,770
11-09-2024,Nashik,1790,882,1071
11-09-2024,Mumbai,1368,498,1317
11-09-2024,Aurangabad,1139,747,1248
11-09-2024,Thane,1833,1052,1178
11-09-2024,Kolhapur,602,375,1064
11-09-2024,Solapur,1225,1171,1453
12-09-2024,Pune,840,906,990
12-09-2024,Nagpur,519,1137,583
12-09-2024,Nashik,1682,651,733
12-09-2024,Mumbai,1264,865,744
12-09-2024,Aurangabad,1669,480,1229
12-09-2024,Thane,1253,614,884
12-09-2024,Kolhapur,1823,1035,1207
12-09-2024,Solapur,1674,604,1430
13-09-2024,Pune,844,1305,1333
13-09-2024,Nagpur,1630,1363,608
13-09-2024,Nashik,1922,1425,770
13-09-2024,Mumbai,1052,671,1331
13-09-2024,Aurangabad,1168,558,601
13-09-2024,Thane,803,690,849
13-09-2024,Kolhapur,1902,1449,579
13-09-2024,Solapur,750,897,551
14-09-2024,Pune,1143,1375,577
14-09-2024,Nagpur,608,617,859
14-09-2024,Nashik,1679,652,901
14-09-2024,Mumbai,765,804,1364
14-09-2024,Aurangabad,700,1003,1063
14-09-2024,Thane,1364,754,960
14-09-2024,Kolhapur,1418,1197,931
14-09-2024,Solapur,1613,415,1132
15-09-2024,Pune,528,505,1412
15-09-2024,Nagpur,1193,879,845
15-09-2024,Nashik,1596,1441,675
15-09-2024,Mumbai,1629,449,512
15-09-2024,Aurangabad,505,823,1235
15-09-2024,Thane,933,645,402
15-09-2024,Kolhapur,1703,786,732
15-09-2024,Solapur,1528,1207,791
16-09-2024,Pune,1054,1273,969
16-09-2024,Nagpur,787,1477,1276
16-09-2024,Nashik,1955,1422,413
16-09-2024,Mumbai,1908,786,948
16-09-2024,Aurangabad,1642,1469,1022
16-09-2024,Thane,1350,620,400
16-09-2024,Kolhapur,680,845,1498
16-09-2024,Solapur,1318,1049,1069
17-09-2024,Pune,1814,627,618
17-09-2024,Nagpur,569,450,616
17-09-2024,Nashik,1093,1316,418
17-09-2024,Mumbai,1931,318,1128
17-09-2024,Aurangabad,1090,922,771
17-09-2024,Thane,1495,1285,1316
17-09-2024,Kolhapur,787,877,1400
17-09-2024,Solapur,1214,368,662
18-09-2024,Pune,1852,896,879
18-09-2024,Nagpur,789,617,418
18-09-2024,Nashik,633,1261,1110
18-09-2024,Mumbai,1620,463,1421
18-09-2024,Aurangabad,579,315,439
18-09-2024,Thane,1271,685,1039
18-09-2024,Kolhapur,921,702,807
18-09-2024,Solapur,1336,660,464
19-09-2024,Pune,996,362,1079
19-09-2024,Nagpur,1647,1405,1024
19-09-2024,Nashik,838,513,661
19-09-2024,Mumbai,1365,1495,1062
19-09-2024,Aurangabad,739,1047,634
19-09-2024,Thane,1613,1096,1449
19-09-2024,Kolhapur,727,460,1034
19-09-2024,Solapur,990,1063,1038
20-09-2024,Pune,524,654,1177
20-09-2024,Nagpur,1364,1192,1160
20-09-2024,Nashik,1090,1323,946
20-09-2024,Mumbai,555,1040,1229
20-09-2024,Aurangabad,1580,364,831
20-09-2024,Thane,1811,361,1470
20-09-2024,Kolhapur,1130,1100,1246
20-09-2024,Solapur,1954,577,994
21-09-2024,Pune,1567,1495,834
21-09-2024,Nagpur,1209,1292,602
21-09-2024,Nashik,933,889,565
21-09-2024,Mumbai,925,660,499
21-09-2024,Aurangabad,1072,622,1453
21-09-2024,Thane,1881,1071,1235
21-09-2024,Kolhapur,868,1221,983
21-09-2024,Solapur,1634,1182,763
22-09-2024,Pune,1645,302,1433
22-09-2024,Nagpur,1402,1495,1026
22-09-2024,Nashik,1819,1107,413
22-09-2024,Mumbai,1518,1004,915
22-09-2024,Aurangabad,1610,1005,897
22-09-2024,Thane,559,447,1230
22-09-2024,Kolhapur,778,1100,1026
22-09-2024,Solapur,1945,1083,527
23-09-2024,Pune,694,1357,508
23-09-2024,Nagpur,945,1245,470
23-09-2024,Nashik,784,1232,832
23-09-2024,Mumbai,978,1189,585
23-09-2024,Aurangabad,1397,820,1012
23-09-2024,Thane,722,722,537
23-09-2024,Kolhapur,519,1094,1088
23-09-2024,Solapur,823,1408,1317
24-09-2024,Pune,1682,384,1471
24-09-2024,Nagpur,1349,1078,463
24-09-2024,Nashik,665,905,1438
24-09-2024,Mumbai,1415,1409,557
24-09-2024,Aurangabad,1045,443,835
24-09-2024,Thane,1732,1422,1173
24-09-2024,Kolhapur,1690,305,624
24-09-2024,Solapur,637,1385,1092
25-09-2024,Pune,818,709,1491
25-09-2024,Nagpur,1745,1131,785
