Date,Reservoir Name,District,Inflow (MLD),Outflow (MLD),Storage Capacity (MLD),Current Level (MLD)
02-08-2024,Bhatsa Dam,Thane,1570,1592,297867,261038
02-08-2024,Ujjani Dam,Solapur,1432,2163,269086,106426
02-08-2024,Jayakwadi Dam,Aurangabad,1551,1525,284549,235549
03-08-2024,Koyna Dam,Satara,1859,1724,171811,108247
03-08-2024,Bhatsa Dam,Thane,2806,2413,232741,102919
03-08-2024,Ujjani Dam,Solapur,2041,2247,178294,113476
03-08-2024,Jayakwadi Dam,Aurangabad,1572,1680,253664,114782
04-08-2024,Koyna Dam,Satara,2594,2354,218292,183500
04-08-2024,Bhatsa Dam,Thane,2579,2104,190276,149532
04-08-2024,Ujjani Dam,Solapur,1511,1217,280317,145306
04-08-2024,Jayakwadi Dam,Aurangabad,2709,1680,298443,268951
05-08-2024,Koyna Dam,Satara,1480,1280,268698,159808
05-08-2024,Bhatsa Dam,Thane,1596,1478,283637,103910
05-08-2024,Ujjani Dam,Solapur,1633,1068,256490,208117
05-08-2024,Jayakwadi Dam,Aurangabad,2755,2058,233287,113470
06-08-2024,Koyna Dam,Satara,1040,2247,245928,100140
06-08-2024,Bhatsa Dam,Thane,2361,1063,255863,246246
06-08-2024,Ujjani Dam,Solapur,1020,2000,262049,149749
06-08-2024,Jayakwadi Dam,Aurangabad,2113,1008,209970,153246
07-08-2024,Koyna Dam,Satara,2764,2271,259746,118057
07-08-2024,Bhatsa Dam,Thane,1660,2260,155880,151836
07-08-2024,Ujjani Dam,Solapur,2256,1226,163649,114931
07-08-2024,Jayakwadi Dam,Aurangabad,2679,1064,223458,185129
08-08-2024,Koyna Dam,Satara,1518,1338,241814,122922
08-08-2024,Bhatsa Dam,Thane,1941,1645,167875,146755
08-08-2024,Ujjani Dam,Solapur,1283,1163,194023,180078
08-08-2024,Jayakwadi Dam,Aurangabad,2268,1401,281254,266704
09-08-2024,Koyna Dam,Satara,2509,1738,208886,191097
09-08-2024,Bhatsa Dam,Thane,2319,2192,189713,157264
09-08-2024,Ujjani Dam,Solapur,1818,1668,180055,168384
09-08-2024,Jayakwadi Dam,Aurangabad,1074,1050,170492,132472
10-08-2024,Koyna Dam,Satara,1379,1648,248474,234140
10-08-2024,Bhatsa Dam,Thane,1444,1770,217782,164494
10-08-2024,Ujjani Dam,Solapur,1413,1570,263437,110996
10-08-2024,Jayakwadi Dam,Aurangabad,1154,2006,181911,178659
11-08-2024,Koyna Dam,Satara,1721,1355,153001,116992
11-08-2024,Bhatsa Dam,Thane,1574,1715,222807,144278
11-08-2024,Ujjani Dam,Solapur,1239,1752,159085,124081
11-08-2024,Jayakwadi Dam,Aurangabad,1152,1973,181746,137364
12-08-2024,Koyna Dam,Satara,1539,1419,231921,145730
12-08-2024,Bhatsa Dam,Thane,1897,1698,256682,148499
12-08-2024,Ujjani Dam,Solapur,1233,1105,231964,124899
12-08-2024,Jayakwadi Dam,Aurangabad,1511,2399,228317,149503
13-08-2024,Koyna Dam,Satara,2899,1522,279994,125086
13-08-2024,Bhatsa Dam,Thane,2730,1572,252433,127893
13-08-2024,Ujjani Dam,Solapur,1804,2264,190537,164054
13-08-2024,Jayakwadi Dam,Aurangabad,1684,1378,172575,106088
14-08-2024,Koyna Dam,Satara,1504,1224,274424,257680
14-08-2024,Bhatsa Dam,Thane,1804,1290,252231,128656
14-08-2024,Ujjani Dam,Solapur,2185,1264,204655,132879
14-08-2024,Jayakwadi Dam,Aurangabad,1053,1342,206881,139768
15-08-2024,Koyna Dam,Satara,1487,1259,193318,145642
15-08-2024,Bhatsa Dam,Thane,1512,1551,228461,194457
15-08-2024,Ujjani Dam,Solapur,1811,1024,217627,166011
15-08-2024,Jayakwadi Dam,Aurangabad,2510,2417,166925,131090
16-08-2024,Koyna Dam,Satara,1677,1123,180125,167918
16-08-2024,Bhatsa Dam,Thane,2816,1182,170712,168630
16-08-2024,Ujjani Dam,Solapur,1967,1389,264165,218728
16-08-2024,Jayakwadi Dam,Aurangabad,2104,2162,153668,122079
17-08-2024,Koyna Dam,Satara,2380,1040,284038,144928
17-08-2024,Bhatsa Dam,Thane,1485,2327,287716,238956
17-08-2024,Ujjani Dam,Solapur,2633,2404,285376,143625
17-08-2024,Jayakwadi Dam,Aurangabad,1699,2374,208929,131345
18-08-2024,Koyna Dam,Satara,1662,1942,256821,118409
18-08-2024,Bhatsa Dam,Thane,1285,1168,151593,144019
18-08-2024,Ujjani Dam,Solapur,1067,1263,278080,102650
18-08-2024,Jayakwadi Dam,Aurangabad,2849,2436,271817,206379
19-08-2024,Koyna Dam,Satara,2943,1465,205665,134797
19-08-2024,Bhatsa Dam,Thane,1122,2349,161288,114172
19-08-2024,Ujjani Dam,Solapur,1053,1248,152610,125837
19-08-2024,Jayakwadi Dam,Aurangabad,2538,1704,229507,127383
20-08-2024,Koyna Dam,Satara,1557,2193,267287,196063
20-08-2024,Bhatsa Dam,Thane,1397,1154,228391,126032
20-08-2024,Ujjani Dam,Solapur,1504,1809,172666,145652
20-08-2024,Jayakwadi Dam,Aurangabad,1802,1189,191112,160920
21-08-2024,Koyna Dam,Satara,1673,2172,203411,121633
21-08-2024,Bhatsa Dam,Thane,2893,1902,157752,150424
21-08-2024,Ujjani Dam,Solapur,1819,1920,224940,122996
21-08-2024,Jayakwadi Dam,Aurangabad,1120,1435,183414,169701
22-08-2024,Koyna Dam,Satara,2718,1223,240968,204436
22-08-2024,Bhatsa Dam,Thane,2785,1247,268746,196372
22-08-2024,Ujjani Dam,Solapur,2306,1686,288728,218489
22-08-2024,Jayakwadi Dam,Aurangabad,2102,2338,175944,155231
23-08-2024,Koyna Dam,Satara,1454,1546,189478,134193
23-08-2024,Bhatsa Dam,Thane,2549,1055,230456,123429
23-08-2024,Ujjani Dam,Solapur,2489,1598,280564,183465
23-08-2024,Jayakwadi Dam,Aurangabad,1461,1542,288639,242943
24-08-2024,Koyna Dam,Satara,2941,1039,283448,277731
24-08-2024,Bhatsa Dam,Thane,1244,1526,164038,144699
24-08-2024,Ujjani Dam,Solapur,2429,1540,246577,168557
24-08-2024,Jayakwadi Dam,Aurangabad,1373,1022,258320,140285
25-08-2024,Koyna Dam,Satara,2022,1136,193136,126159
25-08-2024,Bhatsa Dam,Thane,1134,1036,197128,110829
25-08-2024,Ujjani Dam,Solapur,2886,1571,155227,100098
25-08-2024,Jayakwadi Dam,Aurangabad,1279,2291,280640,111122
26-08-2024,Koyna Dam,Satara,1523,2463,264334,133510
26-08-2024,Bhatsa Dam,Thane,1890,1898,177359,111504
26-08-2024,Ujjani Dam,Solapur,2983,1105,151604,142747
26-08-2024,Jayakwadi Dam,Aurangabad,1716,1760,187860,145809
27-08-2024,Koyna Dam,Satara,1815,2003,174270,168908
27-08-2024,Bhatsa Dam,Thane,1117,2492,238686,105542
27-08-2024,Ujjani Dam,Solapur,2489,1902,182413,179937
27-08-2024,Jayakwadi Dam,Aurangabad,2721,2086,266422,249653
28-08-2024,Koyna Dam,Satara,2338,1779,162123,102161
28-08-2024,Bhatsa Dam,Thane,1181,1329,283111,179497
28-08-2024,Ujjani Dam,Solapur,1932,1209,270676,192395
28-08-2024,Jayakwadi Dam,Aurangabad,1453,1002,272036,139480
29-08-2024,Koyna Dam,Satara,2143,1870,161379,103039
29-08-2024,Bhatsa Dam,Thane,1218,1444,246802,233905
29-08-2024,Ujjani Dam,Solapur,2995,2320,152068,138503
29-08-2024,Jayakwadi Dam,Aurangabad,1123,1094,209175,175320
30-08-2024,Koyna Dam,Satara,2008,1008,191595,182076
30-08-2024,Bhatsa Dam,Thane,2011,1438,274776,124361
30-08-2024,Ujjani Dam,Solapur,2858,2031,231127,117753
30-08-2024,Jayakwadi Dam,Aurangabad,2204,2418,157389,138977
31-08-2024,Koyna Dam,Satara,2818,1602,266822,180907
31-08-2024,Bhatsa Dam,Thane,1972,1886,207973,127481
31-08-2024,Ujjani Dam,Solapur,2690,1308,224169,159238
31-08-2024,Jayakwadi Dam,Aurangabad,1127,1100,203281,166362
01-09-2024,Koyna Dam,Satara,1872,1813,237400,221813
01-09-2024,Bhatsa Dam,Thane,1562,2454,161575,135017
01-09-2024,Ujjani Dam,Solapur,1650,2027,287081,140724
01-09-2024,Jayakwadi Dam,Aurangabad,1320,1621,250088,115209
02-09-2024,Koyna Dam,Satara,1840,2437,181704,178256
02-09-2024,Bhatsa Dam,Thane,2573,1730,290983,229578
02-09-2024,Ujjani Dam,Solapur,2379,2189,183814,167811
02-09-2024,Jayakwadi Dam,Aurangabad,1730,2028,202461,149255
03-09-2024,Koyna Dam,Satara,1355,2469,281331,196703
03-09-2024,Bhatsa Dam,Thane,2659,1792,199969,157659
03-09-2024,Ujjani Dam,Solapur,2297,1875,175488,146016
03-09-2024,Jayakwadi Dam,Aurangabad,1752,1950,163519,133038
04-09-2024,Koyna Dam,Satara,2800,1404,207729,153239
04-09-2024,Bhatsa Dam,Thane,2000,2267,200400,163799
04-09-2024,Ujjani Dam,Solapur,2929,1832,154245,116668
04-09-2024,Jayakwadi Dam,Aurangabad,1921,1409,156599,153679
05-09-2024,Koyna Dam,Satara,1987,1004,223158,160098
05-09-2024,Bhatsa Dam,Thane,1154,2104,232480,224285
05-09-2024,Ujjani Dam,Solapur,1266,2414,211960,133203
05-09-2024,Jayakwadi Dam,Aurangabad,2203,1000,154070,116619
06-09-2024,Koyna Dam,Satara,1603,2189,243647,135471
06-09-2024,Bhatsa Dam,Thane,1441,2244,257543,198667
06-09-2024,Ujjani Dam,Solapur,2396,2034,247563,198145
06-09-2024,Jayakwadi Dam,Aurangabad,1666,1842,267814,197607
07-09-2024,Koyna Dam,Satara,2793,2430,296012,127963
07-09-2024,Bhatsa Dam,Thane,1130,1183,150999,118196
07-09-2024,Ujjani Dam,Solapur,2679,1770,168532,121751
07-09-2024,Jayakwadi Dam,Aurangabad,2687,1306,259829,214457
08-09-2024,Koyna Dam,Satara,1877,1964,294312,250941
08-09-2024,Bhatsa Dam,Thane,2865,1917,285388,214842
08-09-2024,Ujjani Dam,Solapur,1703,1837,274821,130081
08-09-2024,Jayakwadi Dam,Aurangabad,2116,1685,240779,184772
09-09-2024,Koyna Dam,Satara,2818,1013,181166,136530
09-09-2024,Bhatsa Dam,Thane,2064,2138,216694,140580
09-09-2024,Ujjani Dam,Solapur,1311,1528,201286,156231
09-09-2024,Jayakwadi Dam,Aurangabad,1400,1477,263545,121254
10-09-2024,Koyna Dam,Satara,2120,2321,185031,146762
10-09-2024,Bhatsa Dam,Thane,2204,1152,243763,161394
10-09-2024,Ujjani Dam,Solapur,2189,2019,233565,224626
10-09-2024,Jayakwadi Dam,Aurangabad,1760,1359,198347,125298
11-09-2024,Koyna Dam,Satara,1636,1112,160623,109927
11-09-2024,Bhatsa Dam,Thane,1165,1947,219572,191150
11-09-2024,Ujjani Dam,Solapur,1449,1218,167564,139617
11-09-2024,Jayakwadi Dam,Aurangabad,1727,1125,203076,137723
12-09-2024,Koyna Dam,Satara,2606,2064,222869,111610
12-09-2024,Bhatsa Dam,Thane,2588,1263,195602,165108
12-09-2024,Ujjani Dam,Solapur,2526,1804,225844,203688
12-09-2024,Jayakwadi Dam,Aurangabad,1172,1446,163574,158985
13-09-2024,Koyna Dam,Satara,2815,1095,154576,103674
13-09-2024,Bhatsa Dam,Thane,1319,1218,205652,113204
13-09-2024,Ujjani Dam,Solapur,1096,2130,170971,149877
13-09-2024,Jayakwadi Dam,Aurangabad,2286,1083,255768,132182
14-09-2024,Koyna Dam,Satara,2071,1674,222449,217112
14-09-2024,Bhatsa Dam,Thane,2685,1096,246632,119017
14-09-2024,Ujjani Dam,Solapur,2650,1450,226512,142356
14-09-2024,Jayakwadi Dam,Aurangabad,1459,2488,230200,175044
15-09-2024,Koyna Dam,Satara,1372,2211,267556,227279
15-09-2024,Bhatsa Dam,Thane,1177,1568,286412,150458
15-09-2024,Ujjani Dam,Solapur,1443,1234,191740,144045
15-09-2024,Jayakwadi Dam,Aurangabad,1918,1570,210645,149826
16-09-2024,Koyna Dam,Satara,1668,1434,272695,160822
16-09-2024,Bhatsa Dam,Thane,1540,1400,182017,116767
16-09-2024,Ujjani Dam,Solapur,1221,1197,291478,157411
16-09-2024,Jayakwadi Dam,Aurangabad,2671,1978,160380,102024
17-09-2024,Koyna Dam,Satara,2087,1042,187900,150364
17-09-2024,Bhatsa Dam,Thane,2064,2447,281670,134716
17-09-2024,Ujjani Dam,Solapur,1203,1901,183998,182987
17-09-2024,Jayakwadi Dam,Aurangabad,2368,1907,287270,234328
18-09-2024,Koyna Dam,Satara,2855,1095,202043,188344
18-09-2024,Bhatsa Dam,Thane,1578,2044,267184,133910
18-09-2024,Ujjani Dam,Solapur,1434,1217,270950,158174
18-09-2024,Jayakwadi Dam,Aurangabad,1365,1234,286180,182432
19-09-2024,Koyna Dam,Satara,1872,2278,272999,194481
19-09-2024,Bhatsa Dam,Thane,2269,2126,281121,117325
19-09-2024,Ujjani Dam,Solapur,2732,2262,258195,203976
19-09-2024,Jayakwadi Dam,Aurangabad,1663,1956,292856,196968
20-09-2024,Koyna Dam,Satara,1508,2222,268656,140551
20-09-2024,Bhatsa Dam,Thane,2329,1328,179784,142936
20-09-2024,Ujjani Dam,Solapur,1176,2453,254674,115264
20-09-2024,Jayakwadi Dam,Aurangabad,1378,1066,157122,120296
21-09-2024,Koyna Dam,Satara,1421,1825,247786,154890
21-09-2024,Bhatsa Dam,Thane,1269,2075,201387,171764
21-09-2024,Ujjani Dam,Solapur,1414,2283,289807,206102
21-09-2024,Jayakwadi Dam,Aurangabad,2571,1828,221439,120962
22-09-2024,Koyna Dam,Satara,2177,1181,194992,100801
22-09-2024,Bhatsa Dam,Thane,1104,2446,180168,125657
22-09-2024,Ujjani Dam,Solapur,1058,2010,272657,270039
22-09-2024,Jayakwadi Dam,Aurangabad,2019,1263,225152,110955
23-09-2024,Koyna Dam,Satara,1922,2176,266075,153674
23-09-2024,Bhatsa Dam,Thane,2690,1862,182580,177742
23-09-2024,Ujjani Dam,Solapur,2195,1656,213371,100291
23-09-2024,Jayakwadi Dam,Aurangabad,1100,2355,211872,102939
24-09-2024,Koyna Dam,Satara,2956,1367,284628,230220
24-09-2024,Bhatsa Dam,Thane,2373,1109,285821,141701
24-09-2024,Ujjani Dam,Solapur,2100,2061,282294,172530
24-09-2024,Jayakwadi Dam,Aurangabad,2311,1682,173952,168455
25-09-2024,Koyna Dam,Satara,1470,2036,251335,198271
25-09-2024,Bhatsa Dam,Thane,1571,1742,196418,131550
25-09-2024,Ujjani Dam,Solapur,1986,1990,233797,208042
25-09-2024,Jayakwadi Dam,Aurangabad,2310,2276,166879,140779
26-09-2024,Koyna Dam,Satara,1581,1568,235365,156111
26-09-2024,Bhatsa Dam,Thane,1163,1496,294042,172538
26-09-2024,Ujjani Dam,Solapur,1183,1638,293079,275677
26-09-2024,Jayakwadi Dam,Aurangabad,1492,1248,151557,110264
27-09-2024,Koyna Dam,Satara,1433,1934,208055,120482
27-09-2024,Bhatsa Dam,Thane,2302,1192,262735,138981
27-09-2024,Ujjani Dam,Solapur,2947,1650,227478,105763
27-09-2024,Jayakwadi Dam,Aurangabad,1982,1291,250068,197068
28-09-2024,Koyna Dam,Satara,1233,2397,198703,165989
28-09-2024,Bhatsa Dam,Thane,2647,1588,230636,166892
28-09-2024,Ujjani Dam,Solapur,1466,1594,206512,117723
28-09-2024,Jayakwadi Dam,Aurangabad,2703,1157,163773,153720
29-09-2024,Koyna Dam,Satara,2483,1906,210320,131048
29-09-2024,Bhatsa Dam,Thane,1985,1006,224710,167944
29-09-2024,Ujjani Dam,Solapur,1401,1265,186344,159114
29-09-2024,Jayakwadi Dam,Aurangabad,2337,1923,202777,106110
30-09-2024,Koyna Dam,Satara,2862,1102,281932,200968
30-09-2024,Bhatsa Dam,Thane,2270,1278,192022,158145
30-09-2024,Ujjani Dam,Solapur,2891,2290,272238,204648
30-09-2024,Jayakwadi Dam,Aurangabad,2021,2014,195105,101745
01-10-2024,Koyna Dam,Satara,1394,2330,167003,149790
01-10-2024,Bhatsa Dam,Thane,1111,1132,285202,219047
01-10-2024,Ujjani Dam,Solapur,1524,1588,194175,190625
01-10-2024,Jayakwadi Dam,Aurangabad,1624,1040,198748,173212
02-10-2024,Koyna Dam,Satara,2022,1801,199204,151963
02-10-2024,Bhatsa Dam,Thane,1649,1247,169342,141985
02-10-2024,Ujjani Dam,Solapur,1002,2402,279693,174039
02-10-2024,Jayakwadi Dam,Aurangabad,2164,1774,231669,115409
03-10-2024,Koyna Dam,Satara,1499,1389,268505,108926
03-10-2024,Bhatsa Dam,Thane,1620,2102,276697,193882
03-10-2024,Ujjani Dam,Solapur,2958,1341,207128,157436
03-10-2024,Jayakwadi Dam,Aurangabad,1549,1810,168701,160909
04-10-2024,Koyna Dam,Satara,1168,1243,161842,102062
04-10-2024,Bhatsa Dam,Thane,1319,2242,178907,148218
04-10-2024,Ujjani Dam,Solapur,2640,1447,162990,116256
04-10-2024,Jayakwadi Dam,Aurangabad,1539,2193,158669,149429
05-10-2024,Koyna Dam,Satara,1909,1798,176753,130315
05-10-2024,Bhatsa Dam,Thane,2899,2255,217511,136193
05-10-2024,Ujjani Dam,Solapur,1847,1151,219001,160595
05-10-2024,Jayakwadi Dam,Aurangabad,1113,2185,162373,116940
06-10-2024,Koyna Dam,Satara,1051,2159,202129,103750
06-10-2024,Bhatsa Dam,Thane,1130,2334,299713,145621
06-10-2024,Ujjani Dam,Solapur,1979,2281,200861,134528
06-10-2024,Jayakwadi Dam,Aurangabad,2215,2326,292928,288196
07-10-2024,Koyna Dam,Satara,2059,1521,179485,108259
07-10-2024,Bhatsa Dam,Thane,2339,1081,242564,185615
07-10-2024,Ujjani Dam,Solapur,1710,2473,180181,169550
07-10-2024,Jayakwadi Dam,Aurangabad,1823,2122,276353,164802
08-10-2024,Koyna Dam,Satara,2749,1949,255883,228283
08-10-2024,Bhatsa Dam,Thane,1643,2316,225463,109417
08-10-2024,Ujjani Dam,Solapur,1932,1576,252877,166825
08-10-2024,Jayakwadi Dam,Aurangabad,1319,1462,179307,147126
09-10-2024,Koyna Dam,Satara,1362,1475,239494,214251
09-10-2024,Bhatsa Dam,Thane,1862,2282,168671,128763
09-10-2024,Ujjani Dam,Solapur,2542,1433,151764,120349
09-10-2024,Jayakwadi Dam,Aurangabad,2567,1962,173778,128939
10-10-2024,Koyna Dam,Satara,2462,1428,297398,228693
10-10-2024,Bhatsa Dam,Thane,2932,1167,292123,162831
10-10-2024,Ujjani Dam,Solapur,2463,1207,172718,166638
10-10-2024,Jayakwadi Dam,Aurangabad,1612,1820,286611,165440
11-10-2024,Koyna Dam,Satara,1628,1842,227431,176901
11-10-2024,Bhatsa Dam,Thane,2977,1632,243648,199897
11-10-2024,Ujjani Dam,Solapur,2694,1609,242162,137147
11-10-2024,Jayakwadi Dam,Aurangabad,1724,1049,293804,171022
12-10-2024,Koyna Dam,Satara,1377,2247,211984,118145
12-10-2024,Bhatsa Dam,Thane,1590,1130,238445,106349
12-10-2024,Ujjani Dam,Solapur,1314,2075,199065,166173
12-10-2024,Jayakwadi Dam,Aurangabad,2347,1338,198425,158724
13-10-2024,Koyna Dam,Satara,1611,1393,270747,133350
13-10-2024,Bhatsa Dam,Thane,1690,1973,172357,131247
13-10-2024,Ujjani Dam,Solapur,2424,2291,252208,199956
13-10-2024,Jayakwadi Dam,Aurangabad,1353,1736,223622,202669
14-10-2024,Koyna Dam,Satara,2885,1700,191618,177718
14-10-2024,Bhatsa Dam,Thane,1165,1038,167935,107307
14-10-2024,Ujjani Dam,Solapur,1630,1471,247659,160023
14-10-2024,Jayakwadi Dam,Aurangabad,2414,2388,246705,185743
15-10-2024,Koyna Dam,Satara,1633,2333,225036,149181
15-10-2024,Bhatsa Dam,Thane,1336,1246,213046,162316
15-10-2024,Ujjani Dam,Solapur,1879,1567,284979,134619
15-10-2024,Jayakwadi Dam,Aurangabad,1707,2190,204762,204648
16-10-2024,Koyna Dam,Satara,2498,2386,164038,102997
16-10-2024,Bhatsa Dam,Thane,1746,1694,171770,108756
16-10-2024,Ujjani Dam,Solapur,1654,1386,173259,166975
16-10-2024,Jayakwadi Dam,Aurangabad,2369,2259,280077,271542
17-10-2024,Koyna Dam,Satara,2521,2066,265273,174815
17-10-2024,Bhatsa Dam,Thane,2106,1846,169580,146781
17-10-2024,Ujjani Dam,Solapur,1476,1635,206143,158054
17-10-2024,Jayakwadi Dam,Aurangabad,1380,1454,223872,171445
18-10-2024,Koyna Dam,Satara,1486,2370,217539,179054
18-10-2024,Bhatsa Dam,Thane,1630,1264,250174,118299
18-10-2024,Ujjani Dam,Solapur,2650,1791,234333,122470
18-10-2024,Jayakwadi Dam,Aurangabad,1563,1299,212543,162921
19-10-2024,Koyna Dam,Satara,1996,1332,184430,100207
19-10-2024,Bhatsa Dam,Thane,2575,2163,271812,246103
19-10-2024,Ujjani Dam,Solapur,2031,1741,216514,135549
19-10-2024,Jayakwadi Dam,Aurangabad,1625,2141,284914,153115
20-10-2024,Koyna Dam,Satara,1922,2458,279874,182802
20-10-2024,Bhatsa Dam,Thane,1164,2212,173243,125034
20-10-2024,Ujjani Dam,Solapur,1454,2047,179432,121062
20-10-2024,Jayakwadi Dam,Aurangabad,1615,2322,191246,181341
21-10-2024,Koyna Dam,Satara,2897,1247,255732,165191
21-10-2024,Bhatsa Dam,Thane,1774,2078,202014,107799
21-10-2024,Ujjani Dam,Solapur,1580,1509,236006,181065
21-10-2024,Jayakwadi Dam,Aurangabad,1023,1699,259919,176961
22-10-2024,Koyna Dam,Satara,2493,2458,235196,156785
22-10-2024,Bhatsa Dam,Thane,2232,1273,160865,157955
22-10-2024,Ujjani Dam,Solapur,1898,1166,251633,126526
22-10-2024,Jayakwadi Dam,Aurangabad,1293,2439,163336,140000
23-10-2024,Koyna Dam,Satara,1971,1762,297445,175756
23-10-2024,Bhatsa Dam,Thane,2355,2099,154378,117950
23-10-2024,Ujjani Dam,Solapur,2431,1186,169568,150214
23-10-2024,Jayakwadi Dam,Aurangabad,1772,1825,183937,165598
24-10-2024,Koyna Dam,Satara,1770,2256,185109,173737
24-10-2024,Bhatsa Dam,Thane,1393,1765,226737,107835
24-10-2024,Ujjani Dam,Solapur,2566,1170,293462,111302
24-10-2024,Jayakwadi Dam,Aurangabad,2378,1348,261211,148128
25-10-2024,Koyna Dam,Satara,2111,1244,226592,125972
25-10-2024,Bhatsa Dam,Thane,2890,1964,150589,130773
25-10-2024,Ujjani Dam,Solapur,2720,1083,173804,105456
25-10-2024,Jayakwadi Dam,Aurangabad,1616,1518,282426,174555
26-10-2024,Koyna Dam,Satara,2016,1242,183344,151601
26-10-2024,Bhatsa Dam,Thane,2480,2394,218995,196853
26-10-2024,Ujjani Dam,Solapur,2195,1795,194545,145964
26-10-2024,Jayakwadi Dam,Aurangabad,1081,1230,261769,220944
27-10-2024,Koyna Dam,Satara,2243,2027,294334,191537
27-10-2024,Bhatsa Dam,Thane,1322,2002,159573,115789
27-10-2024,Ujjani Dam,Solapur,2470,1087,241410,210788
27-10-2024,Jayakwadi Dam,Aurangabad,1722,2203,248475,214397
28-10-2024,Koyna Dam,Satara,2833,1824,158655,147548
28-10-2024,Bhatsa Dam,Thane,2527,1892,175921,147248
28-10-2024,Ujjani Dam,Solapur,2459,2091,203499,197685
28-10-2024,Jayakwadi Dam,Aurangabad,2416,1700,181492,104115
29-10-2024,Koyna Dam,Satara,1375,1704,247903,224548
29-10-2024,Bhatsa Dam,Thane,1099,1509,248481,134788
29-10-2024,Ujjani Dam,Solapur,2627,2144,174656,130009
29-10-2024,Jayakwadi Dam,Aurangabad,1021,1124,259419,100197
30-10-2024,Koyna Dam,Satara,2687,1010,233311,195347
30-10-2024,Bhatsa Dam,Thane,2865,2072,208727,192935
30-10-2024,Ujjani Dam,Solapur,1676,1070,187919,106132
30-10-2024,Jayakwadi Dam,Aurangabad,1229,1088,231091,162256
31-10-2024,Koyna Dam,Satara,2173,2273,248181,152185
31-10-2024,Bhatsa Dam,Thane,2430,1772,245927,131403
31-10-2024,Ujjani Dam,Solapur,2715,1723,220803,205440
31-10-2024,Jayakwadi Dam,Aurangabad,2946,1396,291173,117661
01-11-2024,Koyna Dam,Satara,1064,1423,171133,116637
01-11-2024,Bhatsa Dam,Thane,1346,1598,223659,203084
01-11-2024,Ujjani Dam,Solapur,2854,1007,226919,196695
01-11-2024,Jayakwadi Dam,Aurangabad,2942,1961,260523,137084
02-11-2024,Koyna Dam,Satara,2963,1053,166622,152851
02-11-2024,Bhatsa Dam,Thane,2068,1098,223388,128586
02-11-2024,Ujjani Dam,Solapur,1790,1344,278866,209315
02-11-2024,Jayakwadi Dam,Aurangabad,2599,2142,250243,228301
03-11-2024,Koyna Dam,Satara,2439,2497,242212,222565
03-11-2024,Bhatsa Dam,Thane,1671,1344,220381,105368
03-11-2024,Ujjani Dam,Solapur,2419,1988,182069,175020
03-11-2024,Jayakwadi Dam,Aurangabad,1821,1437,267561,193805
04-11-2024,Koyna Dam,Satara,2841,1012,241348,119129
04-11-2024,Bhatsa Dam,Thane,2889,2336,197633,131692
04-11-2024,Ujjani Dam,Solapur,2061,2341,267001,221478
04-11-2024,Jayakwadi Dam,Aurangabad,2780,2114,189876,143589
05-11-2024,Koyna Dam,Satara,1866,1356,152151,105749
05-11-2024,Bhatsa Dam,Thane,1108,1210,218268,151381
05-11-2024,Ujjani Dam,Solapur,1099,1542,178593,125589
05-11-2024,Jayakwadi Dam,Aurangabad,2817,2187,195277,172221
06-11-2024,Koyna Dam,Satara,1967,1260,166228,163039
06-11-2024,Bhatsa Dam,Thane,1638,1935,166948,130950
06-11-2024,Ujjani Dam,Solapur,1717,1737,231665,191432
06-11-2024,Jayakwadi Dam,Aurangabad,1950,2499,214371,129220
07-11-2024,Koyna Dam,Satara,1601,1919,262578,164723
07-11-2024,Bhatsa Dam,Thane,1876,2344,227070,175798
07-11-2024,Ujjani Dam,Solapur,1922,1577,258850,127671
07-11-2024,Jayakwadi Dam,Aurangabad,1075,2090,226253,138007
08-11-2024,Koyna Dam,Satara,2123,1429,173811,164408
08-11-2024,Bhatsa Dam,Thane,2588,2120,162119,153408
08-11-2024,Ujjani Dam,Solapur,1939,1396,293239,104866
08-11-2024,Jayakwadi Dam,Aurangabad,2090,1970,256940,126109
09-11-2024,Koyna Dam,Satara,1222,1620,213665,143046
09-11-2024,Bhatsa Dam,Thane,1631,2286,217840,120295
09-11-2024,Ujjani Dam,Solapur,2922,1363,164248,127332
09-11-2024,Jayakwadi Dam,Aurangabad,1162,1388,155993,122593
10-11-2024,Koyna Dam,Satara,2476,1229,224688,148130
10-11-2024,Bhatsa Dam,Thane,2455,1012,238173,102990
10-11-2024,Ujjani Dam,Solapur,1015,1830,215943,203088
10-11-2024,Jayakwadi Dam,Aurangabad,1533,1037,262146,166628
11-11-2024,Koyna Dam,Satara,1039,1674,185904,100926
11-11-2024,Bhatsa Dam,Thane,1168,2378,178803,103361
11-11-2024,Ujjani Dam,Solapur,2944,1328,183599,179481
11-11-2024,Jayakwadi Dam,Aurangabad,1290,1248,184452,160398
12-11-2024,Koyna Dam,Satara,2984,1584,194627,158670
12-11-2024,Bhatsa Dam,Thane,2854,1747,183632,131444
12-11-2024,Ujjani Dam,Solapur,1262,2150,155949,127122
12-11-2024,Jayakwadi Dam,Aurangabad,2655,2203,219683,130996
13-11-2024,Koyna Dam,Satara,1676,2050,262954,229348
13-11-2024,Bhatsa Dam,Thane,2238,2430,292842,103453
13-11-2024,Ujjani Dam,Solapur,1987,1377,269413,154592
13-11-2024,Jayakwadi Dam,Aurangabad,1667,2202,158127,109366
14-11-2024,Koyna Dam,Satara,2732,2147,263532,104416
