Date,District,Rainfall (mm)
14-07-2024,Solapur,130.13
15-07-2024,Pune,88.78
15-07-2024,Nagpur,151.38
15-07-2024,Nashik,66.29
15-07-2024,Mumbai,141.97
15-07-2024,Aurangabad,107.91
15-07-2024,Thane,128.35
15-07-2024,Kolhapur,68.77
15-07-2024,Solapur,39.51
16-07-2024,Pune,87.34
16-07-2024,Nagpur,53.41
16-07-2024,Nashik,38.51
16-07-2024,Mumbai,156.45
16-07-2024,Aurangabad,131.02
16-07-2024,Thane,146.9
16-07-2024,Kolhapur,166.1
16-07-2024,Solapur,31.18
17-07-2024,Pune,68.04
17-07-2024,Nagpur,80.2
17-07-2024,Nashik,105.99
17-07-2024,Mumbai,66.15
17-07-2024,Aurangabad,98.76
17-07-2024,Thane,59.71
17-07-2024,Kolhapur,139.41
17-07-2024,Solapur,125.62
18-07-2024,Pune,67.22
18-07-2024,Nagpur,179.78
18-07-2024,Nashik,132.4
18-07-2024,Mumbai,195.13
18-07-2024,Aurangabad,67.83
18-07-2024,Thane,77.24
18-07-2024,Kolhapur,136.0
18-07-2024,Solapur,130.13
19-07-2024,Pune,73.64
19-07-2024,Nagpur,69.56
19-07-2024,Nashik,146.75
19-07-2024,Mumbai,70.6
19-07-2024,Aurangabad,75.34
19-07-2024,Thane,20.54
19-07-2024,Kolhapur,144.12
19-07-2024,Solapur,192.0
20-07-2024,Pune,130.85
20-07-2024,Nagpur,64.59
20-07-2024,Nashik,126.15
20-07-2024,Mumbai,49.71
20-07-2024,Aurangabad,192.43
20-07-2024,Thane,43.9
20-07-2024,Kolhapur,96.39
20-07-2024,Solapur,95.03
21-07-2024,Pune,125.07
21-07-2024,Nagpur,45.78
21-07-2024,Nashik,26.06
21-07-2024,Mumbai,192.29
21-07-2024,Aurangabad,107.83
21-07-2024,Thane,166.38
21-07-2024,Kolhapur,73.24
21-07-2024,Solapur,197.23
22-07-2024,Pune,124.7
22-07-2024,Nagpur,80.67
22-07-2024,Nashik,14.68
22-07-2024,Mumbai,158.02
22-07-2024,Aurangabad,154.28
22-07-2024,Thane,45.85
22-07-2024,Kolhapur,16.53
22-07-2024,Solapur,115.34
23-07-2024,Pune,29.53
23-07-2024,Nagpur,127.81
23-07-2024,Nashik,164.61
23-07-2024,Mumbai,146.58
23-07-2024,Aurangabad,151.31
23-07-2024,Thane,137.29
23-07-2024,Kolhapur,37.87
23-07-2024,Solapur,191.72
24-07-2024,Pune,105.34
24-07-2024,Nagpur,28.49
24-07-2024,Nashik,12.62
24-07-2024,Mumbai,184.58
24-07-2024,Aurangabad,147.36
24-07-2024,Thane,49.92
24-07-2024,Kolhapur,143.91
24-07-2024,Solapur,91.55
25-07-2024,Pune,149.01
25-07-2024,Nagpur,197.0
25-07-2024,Nashik,162.11
25-07-2024,Mumbai,48.01
25-07-2024,Aurangabad,69.46
25-07-2024,Thane,160.64
25-07-2024,Kolhapur,134.64
25-07-2024,Solapur,187.42
26-07-2024,Pune,168.7
26-07-2024,Nagpur,20.48
26-07-2024,Nashik,37.71
26-07-2024,Mumbai,169.89
26-07-2024,Aurangabad,112.7
26-07-2024,Thane,171.12
26-07-2024,Kolhapur,114.25
26-07-2024,Solapur,154.39
27-07-2024,Pune,187.33
27-07-2024,Nagpur,119.2
27-07-2024,Nashik,30.58
27-07-2024,Mumbai,14.65
27-07-2024,Aurangabad,150.14
27-07-2024,Thane,99.09
27-07-2024,Kolhapur,69.33
27-07-2024,Solapur,46.04
28-07-2024,Pune,19.83
28-07-2024,Nagpur,150.32
28-07-2024,Nashik,25.88
28-07-2024,Mumbai,31.59
28-07-2024,Aurangabad,119.61
28-07-2024,Thane,181.72
28-07-2024,Kolhapur,51.72
28-07-2024,Solapur,42.73
29-07-2024,Pune,112.27
29-07-2024,Nagpur,28.9
29-07-2024,Nashik,125.25
29-07-2024,Mumbai,165.54
29-07-2024,Aurangabad,50.33
29-07-2024,Thane,69.2
29-07-2024,Kolhapur,34.48
29-07-2024,Solapur,191.35
30-07-2024,Pune,83.52
30-07-2024,Nagpur,139.33
30-07-2024,Nashik,151.45
30-07-2024,Mumbai,107.79
30-07-2024,Aurangabad,153.91
30-07-2024,Thane,10.73
30-07-2024,Kolhapur,197.56
30-07-2024,Solapur,123.2
31-07-2024,Pune,162.92
31-07-2024,Nagpur,127.21
31-07-2024,Nashik,58.74
31-07-2024,Mumbai,128.45
31-07-2024,Aurangabad,64.72
31-07-2024,Thane,63.82
31-07-2024,Kolhapur,164.63
31-07-2024,Solapur,44.26
01-08-2024,Pune,164.35
01-08-2024,Nagpur,185.24
01-08-2024,Nashik,94.11
01-08-2024,Mumbai,140.19
01-08-2024,Aurangabad,87.72
01-08-2024,Thane,76.7
01-08-2024,Kolhapur,47.69
01-08-2024,Solapur,15.49
02-08-2024,Pune,92.3
02-08-2024,Nagpur,164.64
02-08-2024,Nashik,107.48
02-08-2024,Mumbai,142.53
02-08-2024,Aurangabad,114.36
02-08-2024,Thane,155.85
02-08-2024,Kolhapur,161.14
02-08-2024,Solapur,50.04
03-08-2024,Pune,188.45
03-08-2024,Nagpur,74.25
03-08-2024,Nashik,133.5
03-08-2024,Mumbai,22.2
03-08-2024,Aurangabad,196.69
03-08-2024,Thane,40.66
03-08-2024,Kolhapur,158.13
03-08-2024,Solapur,25.51
04-08-2024,Pune,181.18
04-08-2024,Nagpur,140.19
04-08-2024,Nashik,105.59
04-08-2024,Mumbai,31.31
04-08-2024,Aurangabad,31.98
04-08-2024,Thane,163.44
04-08-2024,Kolhapur,19.06
04-08-2024,Solapur,197.59
05-08-2024,Pune,122.0
05-08-2024,Nagpur,21.91
05-08-2024,Nashik,157.43
05-08-2024,Mumbai,145.4
05-08-2024,Aurangabad,15.52
05-08-2024,Thane,30.58
05-08-2024,Kolhapur,172.99
05-08-2024,Solapur,74.73
06-08-2024,Pune,40.16
06-08-2024,Nagpur,169.32
06-08-2024,Nashik,75.53
06-08-2024,Mumbai,177.29
06-08-2024,Aurangabad,32.25
06-08-2024,Thane,58.47
06-08-2024,Kolhapur,159.64
06-08-2024,Solapur,50.93
07-08-2024,Pune,179.88
07-08-2024,Nagpur,192.82
07-08-2024,Nashik,26.05
07-08-2024,Mumbai,58.71
07-08-2024,Aurangabad,149.46
07-08-2024,Thane,149.64
07-08-2024,Kolhapur,167.49
07-08-2024,Solapur,145.98
08-08-2024,Pune,156.35
08-08-2024,Nagpur,188.88
08-08-2024,Nashik,174.78
08-08-2024,Mumbai,100.51
08-08-2024,Aurangabad,161.63
08-08-2024,Thane,80.24
08-08-2024,Kolhapur,82.13
08-08-2024,Solapur,30.19
09-08-2024,Pune,149.3
09-08-2024,Nagpur,51.01
09-08-2024,Nashik,50.27
09-08-2024,Mumbai,134.88
09-08-2024,Aurangabad,25.18
09-08-2024,Thane,77.7
09-08-2024,Kolhapur,153.45
09-08-2024,Solapur,177.03
10-08-2024,Pune,178.48
10-08-2024,Nagpur,130.13
10-08-2024,Nashik,70.54
10-08-2024,Mumbai,72.51
10-08-2024,Aurangabad,148.62
10-08-2024,Thane,80.11
10-08-2024,Kolhapur,199.17
10-08-2024,Solapur,150.51
11-08-2024,Pune,133.99
11-08-2024,Nagpur,82.83
11-08-2024,Nashik,143.86
11-08-2024,Mumbai,153.14
11-08-2024,Aurangabad,140.92
11-08-2024,Thane,149.93
11-08-2024,Kolhapur,12.43
11-08-2024,Solapur,32.05
12-08-2024,Pune,83.04
12-08-2024,Nagpur,182.68
12-08-2024,Nashik,90.46
12-08-2024,Mumbai,193.4
12-08-2024,Aurangabad,140.78
12-08-2024,Thane,68.94
12-08-2024,Kolhapur,150.94
12-08-2024,Solapur,27.89
13-08-2024,Pune,94.67
13-08-2024,Nagpur,182.32
13-08-2024,Nashik,164.39
13-08-2024,Mumbai,10.54
13-08-2024,Aurangabad,102.61
13-08-2024,Thane,69.36
13-08-2024,Kolhapur,55.47
13-08-2024,Solapur,190.68
14-08-2024,Pune,35.04
14-08-2024,Nagpur,99.83
14-08-2024,Nashik,53.76
14-08-2024,Mumbai,140.19
14-08-2024,Aurangabad,162.84
14-08-2024,Thane,10.73
14-08-2024,Kolhapur,23.51
14-08-2024,Solapur,58.82
15-08-2024,Pune,171.33
15-08-2024,Nagpur,25.28
15-08-2024,Nashik,157.92
15-08-2024,Mumbai,47.67
15-08-2024,Aurangabad,131.19
15-08-2024,Thane,56.24
15-08-2024,Kolhapur,92.34
15-08-2024,Solapur,86.56
16-08-2024,Pune,166.74
16-08-2024,Nagpur,45.39
16-08-2024,Nashik,164.9
16-08-2024,Mumbai,33.34
16-08-2024,Aurangabad,72.2
16-08-2024,Thane,174.51
16-08-2024,Kolhapur,41.99
16-08-2024,Solapur,76.14
17-08-2024,Pune,156.34
17-08-2024,Nagpur,34.91
17-08-2024,Nashik,18.0
17-08-2024,Mumbai,160.48
17-08-2024,Aurangabad,102.48
17-08-2024,Thane,120.17
17-08-2024,Kolhapur,87.08
17-08-2024,Solapur,167.68
18-08-2024,Pune,164.36
18-08-2024,Nagpur,67.6
18-08-2024,Nashik,176.66
18-08-2024,Mumbai,51.99
18-08-2024,Aurangabad,71.86
18-08-2024,Thane,158.96
18-08-2024,Kolhapur,10.67
18-08-2024,Solapur,128.02
19-08-2024,Pune,168.55
19-08-2024,Nagpur,82.36
19-08-2024,Nashik,177.98
19-08-2024,Mumbai,150.47
19-08-2024,Aurangabad,89.29
19-08-2024,Thane,30.77
19-08-2024,Kolhapur,166.0
19-08-2024,Solapur,102.04
20-08-2024,Pune,142.23
20-08-2024,Nagpur,185.84
20-08-2024,Nashik,101.68
20-08-2024,Mumbai,85.78
20-08-2024,Aurangabad,164.2
20-08-2024,Thane,25.55
20-08-2024,Kolhapur,130.95
20-08-2024,Solapur,109.24
21-08-2024,Pune,149.78
21-08-2024,Nagpur,194.63
21-08-2024,Nashik,143.68
21-08-2024,Mumbai,11.18
21-08-2024,Aurangabad,144.29
21-08-2024,Thane,173.47
21-08-2024,Kolhapur,40.66
21-08-2024,Solapur,197.7
22-08-2024,Pune,104.59
22-08-2024,Nagpur,92.01
22-08-2024,Nashik,139.42
22-08-2024,Mumbai,64.2
22-08-2024,Aurangabad,168.6
22-08-2024,Thane,131.0
22-08-2024,Kolhapur,130.43
22-08-2024,Solapur,162.76
23-08-2024,Pune,121.96
23-08-2024,Nagpur,108.67
23-08-2024,Nashik,16.81
23-08-2024,Mumbai,181.84
23-08-2024,Aurangabad,50.84
23-08-2024,Thane,161.36
23-08-2024,Kolhapur,143.89
23-08-2024,Solapur,129.82
24-08-2024,Pune,155.35
24-08-2024,Nagpur,93.84
24-08-2024,Nashik,191.05
24-08-2024,Mumbai,196.78
24-08-2024,Aurangabad,50.56
24-08-2024,Thane,128.6
24-08-2024,Kolhapur,33.54
24-08-2024,Solapur,195.48
25-08-2024,Pune,182.36
25-08-2024,Nagpur,154.61
25-08-2024,Nashik,29.75
25-08-2024,Mumbai,153.38
25-08-2024,Aurangabad,43.07
25-08-2024,Thane,118.12
25-08-2024,Kolhapur,93.53
25-08-2024,Solapur,17.32
26-08-2024,Pune,53.49
26-08-2024,Nagpur,39.39
26-08-2024,Nashik,33.08
26-08-2024,Mumbai,119.42
26-08-2024,Aurangabad,23.91
26-08-2024,Thane,77.85
26-08-2024,Kolhapur,59.73
26-08-2024,Solapur,68.57
27-08-2024,Pune,81.42
27-08-2024,Nagpur,174.38
27-08-2024,Nashik,71.28
27-08-2024,Mumbai,18.99
27-08-2024,Aurangabad,53.4
27-08-2024,Thane,46.41
27-08-2024,Kolhapur,55.76
27-08-2024,Solapur,175.88
28-08-2024,Pune,62.01
28-08-2024,Nagpur,181.27
28-08-2024,Nashik,106.04
28-08-2024,Mumbai,152.32
28-08-2024,Aurangabad,185.65
28-08-2024,Thane,171.78
28-08-2024,Kolhapur,73.09
28-08-2024,Solapur,14.41
29-08-2024,Pune,14.73
29-08-2024,Nagpur,118.69
29-08-2024,Nashik,49.29
29-08-2024,Mumbai,76.07
29-08-2024,Aurangabad,117.83
29-08-2024,Thane,99.74
29-08-2024,Kolhapur,67.87
29-08-2024,Solapur,197.57
30-08-2024,Pune,73.22
30-08-2024,Nagpur,180.8
30-08-2024,Nashik,126.91
30-08-2024,Mumbai,80.01
30-08-2024,Aurangabad,41.8
30-08-2024,Thane,65.06
30-08-2024,Kolhapur,118.52
30-08-2024,Solapur,149.85
31-08-2024,Pune,111.77
31-08-2024,Nagpur,84.81
31-08-2024,Nashik,113.61
31-08-2024,Mumbai,73.15
31-08-2024,Aurangabad,73.17
31-08-2024,Thane,87.47
31-08-2024,Kolhapur,43.66
31-08-2024,Solapur,97.25
01-09-2024,Pune,12.43
01-09-2024,Nagpur,108.39
01-09-2024,Nashik,134.25
01-09-2024,Mumbai,134.69
01-09-2024,Aurangabad,37.32
01-09-2024,Thane,35.11
01-09-2024,Kolhapur,40.61
01-09-2024,Solapur,195.05
02-09-2024,Pune,78.4
02-09-2024,Nagpur,116.36
02-09-2024,Nashik,187.55
02-09-2024,Mumbai,83.68
02-09-2024,Aurangabad,123.19
02-09-2024,Thane,112.21
02-09-2024,Kolhapur,183.88
02-09-2024,Solapur,181.16
03-09-2024,Pune,113.48
03-09-2024,Nagpur,199.23
03-09-2024,Nashik,192.45
03-09-2024,Mumbai,43.31
03-09-2024,Aurangabad,71.83
03-09-2024,Thane,52.29
03-09-2024,Kolhapur,170.45
03-09-2024,Solapur,116.07
04-09-2024,Pune,95.54
04-09-2024,Nagpur,94.48
04-09-2024,Nashik,34.38
04-09-2024,Mumbai,164.2
04-09-2024,Aurangabad,185.84
04-09-2024,Thane,63.48
04-09-2024,Kolhapur,29.68
04-09-2024,Solapur,128.23
05-09-2024,Pune,52.51
05-09-2024,Nagpur,45.51
05-09-2024,Nashik,187.99
05-09-2024,Mumbai,13.45
05-09-2024,Aurangabad,155.21
05-09-2024,Thane,36.63
05-09-2024,Kolhapur,80.73
05-09-2024,Solapur,131.81
06-09-2024,Pune,114.04
06-09-2024,Nagpur,37.92
06-09-2024,Nashik,90.68
06-09-2024,Mumbai,75.64
06-09-2024,Aurangabad,28.83
06-09-2024,Thane,13.14
06-09-2024,Kolhapur,187.12
06-09-2024,Solapur,198.19
07-09-2024,Pune,163.86
07-09-2024,Nagpur,114.96
07-09-2024,Nashik,171.03
07-09-2024,Mumbai,114.33
07-09-2024,Aurangabad,96.94
07-09-2024,Thane,123.65
07-09-2024,Kolhapur,159.1
07-09-2024,Solapur,126.17
08-09-2024,Pune,144.92
08-09-2024,Nagpur,158.16
08-09-2024,Nashik,138.45
08-09-2024,Mumbai,101.94
08-09-2024,Aurangabad,162.98
08-09-2024,Thane,118.44
08-09-2024,Kolhapur,151.81
08-09-2024,Solapur,101.06
09-09-2024,Pune,88.61
09-09-2024,Nagpur,35.18
09-09-2024,Nashik,115.55
09-09-2024,Mumbai,73.1
09-09-2024,Aurangabad,47.64
09-09-2024,Thane,81.59
09-09-2024,Kolhapur,53.25
09-09-2024,Solapur,38.13
10-09-2024,Pune,34.82
10-09-2024,Nagpur,68.62
10-09-2024,Nashik,92.41
10-09-2024,Mumbai,85.83
10-09-2024,Aurangabad,163.82
10-09-2024,Thane,36.09
10-09-2024,Kolhapur,157.29
10-09-2024,Solapur,79.91
11-09-2024,Pune,67.63
11-09-2024,Nagpur,163.62
11-09-2024,Nashik,56.26
11-09-2024,Mumbai,144.61
11-09-2024,Aurangabad,57.27
11-09-2024,Thane,76.75
11-09-2024,Kolhapur,192.98
11-09-2024,Solapur,157.07
12-09-2024,Pune,103.62
12-09-2024,Nagpur,62.32
12-09-2024,Nashik,69.8
12-09-2024,Mumbai,21.0
12-09-2024,Aurangabad,170.88
12-09-2024,Thane,176.68
12-09-2024,Kolhapur,19.55
12-09-2024,Solapur,116.88
13-09-2024,Pune,122.14
13-09-2024,Nagpur,20.6
13-09-2024,Nashik,36.6
13-09-2024,Mumbai,133.66
13-09-2024,Aurangabad,104.07
13-09-2024,Thane,175.46
13-09-2024,Kolhapur,18.78
13-09-2024,Solapur,80.18
14-09-2024,Pune,112.12
14-09-2024,Nagpur,176.95
14-09-2024,Nashik,116.02
14-09-2024,Mumbai,185.19
14-09-2024,Aurangabad,199.73
14-09-2024,Thane,77.45
14-09-2024,Kolhapur,45.9
14-09-2024,Solapur,27.09
15-09-2024,Pune,115.94
15-09-2024,Nagpur,69.38
15-09-2024,Nashik,135.05
15-09-2024,Mumbai,39.44
15-09-2024,Aurangabad,44.27
15-09-2024,Thane,102.59
15-09-2024,Kolhapur,33.17
15-09-2024,Solapur,127.64
16-09-2024,Pune,89.05
16-09-2024,Nagpur,129.98
16-09-2024,Nashik,72.08
16-09-2024,Mumbai,178.38
16-09-2024,Aurangabad,118.65
16-09-2024,Thane,18.4
16-09-2024,Kolhapur,194.78
16-09-2024,Solapur,13.85
17-09-2024,Pune,148.19
17-09-2024,Nagpur,25.13
17-09-2024,Nashik,54.55
17-09-2024,Mumbai,145.44
17-09-2024,Aurangabad,122.97
17-09-2024,Thane,197.84
17-09-2024,Kolhapur,190.84
17-09-2024,Solapur,65.71
18-09-2024,Pune,56.92
18-09-2024,Nagpur,86.64
18-09-2024,Nashik,81.66
18-09-2024,Mumbai,11.1
18-09-2024,Aurangabad,166.39
18-09-2024,Thane,31.7
18-09-2024,Kolhapur,144.87
18-09-2024,Solapur,136.56
19-09-2024,Pune,22.94
19-09-2024,Nagpur,123.23
19-09-2024,Nashik,117.76
19-09-2024,Mumbai,173.71
19-09-2024,Aurangabad,63.3
19-09-2024,Thane,188.4
19-09-2024,Kolhapur,40.68
19-09-2024,Solapur,134.13
20-09-2024,Pune,51.67
20-09-2024,Nagpur,38.59
20-09-2024,Nashik,115.17
20-09-2024,Mumbai,61.55
20-09-2024,Aurangabad,65.88
20-09-2024,Thane,79.25
20-09-2024,Kolhapur,71.7
20-09-2024,Solapur,180.51
21-09-2024,Pune,20.83
21-09-2024,Nagpur,61.52
21-09-2024,Nashik,137.3
21-09-2024,Mumbai,190.8
21-09-2024,Aurangabad,82.87
21-09-2024,Thane,113.92
21-09-2024,Kolhapur,170.33
21-09-2024,Solapur,93.7
22-09-2024,Pune,13.69
22-09-2024,Nagpur,70.92
22-09-2024,Nashik,75.03
22-09-2024,Mumbai,77.26
22-09-2024,Aurangabad,120.45
22-09-2024,Thane,156.9
22-09-2024,Kolhapur,95.84
22-09-2024,Solapur,154.54
23-09-2024,Pune,177.01
23-09-2024,Nagpur,153.31
23-09-2024,Nashik,49.16
23-09-2024,Mumbai,179.15
23-09-2024,Aurangabad,140.29
23-09-2024,Thane,44.83
23-09-2024,Kolhapur,186.09
23-09-2024,Solapur,36.01
24-09-2024,Pune,84.21
24-09-2024,Nagpur,172.86
24-09-2024,Nashik,24.59
24-09-2024,Mumbai,174.52
24-09-2024,Aurangabad,109.53
24-09-2024,Thane,165.05
24-09-2024,Kolhapur,93.22
24-09-2024,Solapur,78.26
25-09-2024,Pune,37.95
25-09-2024,Nagpur,165.36
25-09-2024,Nashik,172.82
25-09-2024,Mumbai,146.7
25-09-2024,Aurangabad,35.73
25-09-2024,Thane,165.73
25-09-2024,Kolhapur,74.23
25-09-2024,Solapur,13.85
26-09-2024,Pune,121.0
26-09-2024,Nagpur,76.18
26-09-2024,Nashik,193.26
26-09-2024,Mumbai,32.39
26-09-2024,Aurangabad,50.41
26-09-2024,Thane,127.39
26-09-2024,Kolhapur,58.64
26-09-2024,Solapur,82.53
27-09-2024,Pune,14.51
27-09-2024,Nagpur,57.9
27-09-2024,Nashik,59.7
27-09-2024,Mumbai,141.89
27-09-2024,Aurangabad,181.91
27-09-2024,Thane,44.86
27-09-2024,Kolhapur,177.49
27-09-2024,Solapur,138.18
28-09-2024,Pune,56.19
28-09-2024,Nagpur,103.89
28-09-2024,Nashik,83.36
28-09-2024,Mumbai,67.05
28-09-2024,Aurangabad,60.44
28-09-2024,Thane,124.8
28-09-2024,Kolhapur,102.87
28-09-2024,Solapur,63.81
29-09-2024,Pune,119.29
29-09-2024,Nagpur,39.01
29-09-2024,Nashik,115.84
29-09-2024,Mumbai,21.82
29-09-2024,Aurangabad,99.13
29-09-2024,Thane,45.38
29-09-2024,Kolhapur,25.99
29-09-2024,Solapur,48.89
30-09-2024,Pune,77.86
30-09-2024,Nagpur,193.01
30-09-2024,Nashik,66.65
30-09-2024,Mumbai,45.52
30-09-2024,Aurangabad,94.07
30-09-2024,Thane,64.91
30-09-2024,Kolhapur,101.78
30-09-2024,Solapur,50.37
01-10-2024,Pune,197.71
01-10-2024,Nagpur,63.12
01-10-2024,Nashik,122.38
01-10-2024,Mumbai,140.26
01-10-2024,Aurangabad,17.93
01-10-2024,Thane,137.39
01-10-2024,Kolhapur,179.34
01-10-2024,Solapur,168.24
02-10-2024,Pune,103.24
02-10-2024,Nagpur,67.51
02-10-2024,Nashik,52.34
02-10-2024,Mumbai,80.35
02-10-2024,Aurangabad,72.72
02-10-2024,Thane,194.37
02-10-2024,Kolhapur,38.82
02-10-2024,Solapur,178.52
03-10-2024,Pune,130.94
03-10-2024,Nagpur,14.82
03-10-2024,Nashik,142.0
03-10-2024,Mumbai,93.25
03-10-2024,Aurangabad,177.93
03-10-2024,Thane,196.22
03-10-2024,Kolhapur,129.07
03-10-2024,Solapur,182.33
04-10-2024,Pune,64.21
04-10-2024,Nagpur,132.02
04-10-2024,Nashik,127.59
04-10-2024,Mumbai,121.11
04-10-2024,Aurangabad,169.44
04-10-2024,Thane,27.93
04-10-2024,Kolhapur,24.07
04-10-2024,Solapur,117.13
05-10-2024,Pune,183.52
05-10-2024,Nagpur,151.17
05-10-2024,Nashik,154.48
05-10-2024,Mumbai,128.92
05-10-2024,Aurangabad,93.56
05-10-2024,Thane,146.53
05-10-2024,Kolhapur,187.31
05-10-2024,Solapur,148.08
06-10-2024,Pune,47.2
06-10-2024,Nagpur,124.77
06-10-2024,Nashik,47.79
06-10-2024,Mumbai,114.02
06-10-2024,Aurangabad,13.21
06-10-2024,Thane,137.3
06-10-2024,Kolhapur,122.38
06-10-2024,Solapur,169.24
07-10-2024,Pune,165.24
07-10-2024,Nagpur,186.53
07-10-2024,Nashik,176.58
07-10-2024,Mumbai,102.41
07-10-2024,Aurangabad,192.25
07-10-2024,Thane,140.76
07-10-2024,Kolhapur,131.68
07-10-2024,Solapur,134.99
08-10-2024,Pune,38.76
08-10-2024,Nagpur,93.67
08-10-2024,Nashik,87.46
08-10-2024,Mumbai,112.86
08-10-2024,Aurangabad,71.5
08-10-2024,Thane,174.15
08-10-2024,Kolhapur,173.06
08-10-2024,Solapur,188.91
09-10-2024,Pune,185.5
09-10-2024,Nagpur,160.76
09-10-2024,Nashik,196.71
09-10-2024,Mumbai,160.17
09-10-2024,Aurangabad,142.82
09-10-2024,Thane,130.38
09-10-2024,Kolhapur,143.24
09-10-2024,Solapur,152.49
10-10-2024,Pune,44.96
10-10-2024,Nagpur,59.96
10-10-2024,Nashik,120.74
10-10-2024,Mumbai,151.07
10-10-2024,Aurangabad,137.98
10-10-2024,Thane,27.73
10-10-2024,Kolhapur,83.34
10-10-2024,Solapur,142.4
11-10-2024,Pune,100.62
11-10-2024,Nagpur,161.92
11-10-2024,Nashik,85.49
11-10-2024,Mumbai,54.65
11-10-2024,Aurangabad,171.35
11-10-2024,Thane,128.45
11-10-2024,Kolhapur,17.05
11-10-2024,Solapur,43.64
12-10-2024,Pune,35.02
12-10-2024,Nagpur,192.46
12-10-2024,Nashik,156.1
12-10-2024,Mumbai,105.58
12-10-2024,Aurangabad,20.21
12-10-2024,Thane,44.22
12-10-2024,Kolhapur,45.08
12-10-2024,Solapur,104.52
13-10-2024,Pune,27.23
13-10-2024,Nagpur,135.45
13-10-2024,Nashik,15.31
13-10-2024,Mumbai,90.66
13-10-2024,Aurangabad,72.43
13-10-2024,Thane,34.97
13-10-2024,Kolhapur,146.94
13-10-2024,Solapur,100.0
14-10-2024,Pune,179.66
14-10-2024,Nagpur,72.74
14-10-2024,Nashik,30.79
14-10-2024,Mumbai,179.75
14-10-2024,Aurangabad,195.29
14-10-2024,Thane,136.48
14-10-2024,Kolhapur,138.02
14-10-2024,Solapur,123.91
15-10-2024,Pune,69.26
15-10-2024,Nagpur,174.76
15-10-2024,Nashik,58.09
15-10-2024,Mumbai,26.32
15-10-2024,Aurangabad,153.47
15-10-2024,Thane,15.38
15-10-2024,Kolhapur,61.51
15-10-2024,Solapur,110.34
16-10-2024,Pune,54.3
16-10-2024,Nagpur,193.76
16-10-2024,Nashik,173.78
16-10-2024,Mumbai,67.6
16-10-2024,Aurangabad,105.21
16-10-2024,Thane,189.6
16-10-2024,Kolhapur,36.79
16-10-2024,Solapur,137.79
17-10-2024,Pune,49.28
17-10-2024,Nagpur,112.0
17-10-2024,Nashik,164.22
17-10-2024,Mumbai,177.96
17-10-2024,Aurangabad,63.73
17-10-2024,Thane,68.82
17-10-2024,Kolhapur,96.46
17-10-2024,Solapur,175.67
18-10-2024,Pune,51.9
18-10-2024,Nagpur,159.96
18-10-2024,Nashik,87.33
18-10-2024,Mumbai,85.64
18-10-2024,Aurangabad,88.64
18-10-2024,Thane,13.34
18-10-2024,Kolhapur,179.4
18-10-2024,Solapur,90.23
19-10-2024,Pune,169.1
19-10-2024,Nagpur,26.9
19-10-2024,Nashik,109.96
19-10-2024,Mumbai,147.56
19-10-2024,Aurangabad,30.57
19-10-2024,Thane,89.05
19-10-2024,Kolhapur,191.76
19-10-2024,Solapur,129.82
20-10-2024,Pune,79.25
20-10-2024,Nagpur,91.51
20-10-2024,Nashik,105.76
20-10-2024,Mumbai,18.53
20-10-2024,Aurangabad,18.34
20-10-2024,Thane,154.53
20-10-2024,Kolhapur,36.04
20-10-2024,Solapur,147.73
21-10-2024,Pune,181.44
21-10-2024,Nagpur,25.78
21-10-2024,Nashik,20.81
21-10-2024,Mumbai,19.34
21-10-2024,Aurangabad,15.83
21-10-2024,Thane,33.09
21-10-2024,Kolhapur,146.16
21-10-2024,Solapur,82.62
22-10-2024,Pune,29.31
22-10-2024,Nagpur,64.4
22-10-2024,Nashik,114.04
22-10-2024,Mumbai,64.4
22-10-2024,Aurangabad,23.47
22-10-2024,Thane,107.54
22-10-2024,Kolhapur,76.64
22-10-2024,Solapur,86.38
23-10-2024,Pune,83.7
23-10-2024,Nagpur,19.42
23-10-2024,Nashik,170.21
23-10-2024,Mumbai,127.15
23-10-2024,Aurangabad,64.13
23-10-2024,Thane,12.2
23-10-2024,Kolhapur,112.26
23-10-2024,Solapur,58.5
24-10-2024,Pune,65.85
24-10-2024,Nagpur,98.52
24-10-2024,Nashik,101.46
24-10-2024,Mumbai,30.45
24-10-2024,Aurangabad,76.86
24-10-2024,Thane,113.05
24-10-2024,Kolhapur,152.72
24-10-2024,Solapur,107.93
25-10-2024,Pune,113.69
25-10-2024,Nagpur,195.44
25-10-2024,Nashik,50.21
25-10-2024,Mumbai,22.03
25-10-2024,Aurangabad,22.35
25-10-2024,Thane,12.32
25-10-2024,Kolhapur,176.2
25-10-2024,Solapur,126.88
26-10-2024,Pune,49.6
26-10-2024,Nagpur,55.13
26-10-2024,Nashik,65.79
26-10-2024,Mumbai,175.2
26-10-2024,Aurangabad,163.74
26-10-2024,Thane,126.37
26-10-2024,Kolhapur,184.64
26-10-2024,Solapur,120.69
27-10-2024,Pune,199.15
27-10-2024,Nagpur,86.15
27-10-2024,Nashik,151.03
27-10-2024,Mumbai,173.51
27-10-2024,Aurangabad,152.27
27-10-2024,Thane,11.47
27-10-2024,Kolhapur,113.14
27-10-2024,Solapur,146.25
28-10-2024,Pune,78.35
28-10-2024,Nagpur,147.63
28-10-2024,Nashik,72.3
28-10-2024,Mumbai,118.18
28-10-2024,Aurangabad,125.09
28-10-2024,Thane,90.89
